,comment
918,我也没见过我爷爷，我还没出生爷爷就走了
919,哈哈哈哈哈哈
920,支付宝上面有
921,孤独寂寞
922,上一代朴实无华的老人跟现代文明的冲撞。
923,马冬梅！
924,傲娇爷爷
925,前面说老人不用智能机的，人家都刷美女直播了
926,这大液晶电视都看上了，不知道啥是佩奇？
927,给你爹买个电话不行啊。
928,说戴劳保手套不能操作手机的都没戴过手套干活吧，当手套脏了或手汗手套上有水汽了就能操作了
929,你怎么穿着品如的衣服啊？
930,爷爷不知道
931,刘佩琦等等我 我是刘子仁
932,吹风机
933,感觉好心酸
934,好可爱2333
935,想我姥姥了
936,这手套能点？
937,老猪佩琪
938,哈哈哈哈哈哈哈哈
939,我就知道佩恩
940,哭了哭了
941,河北话吧，张家口一带的啊
942,这个好像是河北省张家口市万全话？好像是，大家看看
943,朱广权
944,信号不好后面没听到
945,怎么说不回家就不回家！赶紧滚回家!
946,我老家和这个村子一模一样
947,佟dark为
948,佩奇小猪
949,这是亲儿子吧，脸型一个样
950,张家口口音
951,等会？虎牙？
952,硬核。。。
953,真实啊，地道的农村生活
954,哈哈哈哈哈哈哈哈哈哈
955,视频彩铃，这么高级
956,难为老人
957,硬核!
958,心疼
959,孙子在美国的那个  唔吔看过 感动
960,你们不要剧透啊，举报了
961,移动网也会自黑了
962,这么皮
963,一汽？夏利？
964,粉色的猪
965,哈哈哈哈哈哈哈哈哈
966,爷爷厉害了
967,移动实力硬广
968,pig？
969,前方高能预警
970,吹风机的爷爷是个嗷卵犟
971,前方高能
972,战歌起!
973,What?Don't come back
974,电视上佩奇真的不多
975,注意这里是信号不好
976,不是信号不好，手机不行
977,这难道是广告？？？
978,你咋骂人啊
979,bgm激光雨
980,莫非要防不胜防？
981,我是老三
982,我是老三
983,真香
984,这个是陕北老汉
985,心疼爷爷
986,歌名：Gangsta Symphony
987,天天是他孙子
988,同承德的
989,我同学叫沈沛祺
990,东花园口音
991,广权上线
992,小马佩德罗
993,怀来的举个手
994,河北怀来东花园口音
995,他叫智能机都没有，就是有电视也就看个中央台，你指望他在网络电视看佩琪？
996,get on car
997,sha had been a babysitter in Beijing
998,suona
999,前方高能
1000,没什么好心疼的，给自己爱的孙子做点东西
1001,中国移不动
1002,我也想回家~~~~5555~~还没考完~~~
1003,哈哈哈哈爷爷说 放TM屁。。。
1004,太酷了吧！！！！
1005,哈哈哈哈哈哈哈哈哈哈
1006,手机问题
1007,就不告诉你
1008,天天就天天
1009,Complete
1010,Won't come back? 
1011,好心疼....
1012,最后亿遍
1013,跟我一个表情
1014,工业机械风格社会人
1015,我寻思这也不是完整版啊
1016,哈哈哈哈哈哈哈高能
1017,哈哈哈哈哈哈哈
1018,哈哈哈哈
1019,来了来了来了
1020,这个移动黑得好
1021,张家口人
1022,前方高能预警
1023,厉害了
1024,小猪佩奇666
1025,天天是哪天
1026,天天回来
1027,中国移动
1028,爷爷好可怜
1029,真香
1030,农村有些小卖铺就是卖手机啊……根本没有独立的手机店
1031,唢呐牛笔
1032,张家口
1033,哈哈哈，笑死了
1034,小灵通?!
1035,太可爱了
1036,笑里有泪
1037,哈哈哈哈哈哈哈
1038,谁呀！！！
1039,英文翻译弹幕  佩奇是piggy 的音译 小猪的意思
1040,like this
1041,What cartoon ?
1042,what isthis?
1043,I ask again
1044,Wear
1045,You don't know?
1046,Oh
1047,Hello?
1048,多前回来啊
1049,这些人不比很多明星演的好？
1050,大爷这演技！
1051,这是怀来县方言
1052,想我爷爷了
1053,粉红电吹风
1054,厉害吧
1055,小猪佩奇
1056,哈哈哈哈哈
1057,我想要
1058,冀F请你自重
1059,在摔♂跤
1060,我不是老人，也呆不惯城市
1061,好感动！
1062,宝马车
1063,怎么可以这样
1064,最佳主演
1065,神她妈逆子
1066,憋笑
1067,回来了
1068,前面骂的爽不爽
1069,泪目啊
1070,佩奇野菜
1071,再看一遍
1072,吹风机
1073,中国移动广告
1074,真硬核
1075,牌牌琦！
1076,大年初一不收礼
1077,妙啊
1078,究极体
1079,泪流满面(╥﹏╥)
1080,吹风机
1081,哈哈哈哈哈哈哈哈
1082,完了呀，冀F拍照张家口人都要抢吗？明明是保定拍照行吗？保定也有山区
1083,hhhhhhhh
1084,同款手机
1085,哈哈哈哈哈哈哈哈
1086,我们老家也是农村能看电视但是电话信号不好
1087,冀F是保定牌照
1088,前方高能预警
1089,哈哈哈哈哈哈哈哈
1090,莎士佩奇
1091,祝大家的爷爷身体健康！
1092,硬核
1093,在哪下载彩铃
1094,彩铃在哪弄?
1095,草难受死了
1096,刘佩琪
1097,傲娇
1098,不是涡轮么？佩琪
1099,本片剪辑悄悄路过。。。
1100,硬核
1101,张家口好不好
1102,张家口的
1103,粉色朋克佩琪
1104,电话还是换了
1105,泪目，比某台的道德绑架拍的好多了
1106,555的够了
1107,硬核
1108,很真实
1109,这片就是动画片导游拍的
1110,熊孩子欠盘...
1111,你好骚啊
1112,我都没见过我爷爷，，真的好难受
1113,可以去看看果子哥哥的配音 
1114,打脸预警
1115,架子鼓solo好评
1116,河北西南边的口音
1117,刘佩琦
1118,很难受，在外边混不好，不是不想回，没钱回啊。。。。
1119,这款佩奇哪里有卖
1120,你家老辈人还看动画片，还有谁跟你们说有液晶电视就非得有智能手机了。去乡下有液晶电视没智能手机的多了
1121,和我爷爷一模一样
1122,硬核
1123,想起了我爷爷，也和他差不多
1124,耿哥做的那个么
1125,我擦，太朋克了
1126,wangy
1127,我爷爷前年走了，河北人，一摸一样
1128,音乐牛逼
1129,眼睛哭过
1130,这些都是普通村民，没有受过训练的
1131,再看一遍
1132,我也想要
1133,手机也换了
1134,佩佩猪
1135,前面不是说了嘛那是别人媳妇  爷爷是独居的
1136,想爷爷了。
1137,哈哈哈哈哈哈哈哈
1138,前方高能
1139,吹风机
1140,哈哈哈哈哈哈哈哈啊哈
1141,移动卡的要死
1142,脸上发亮了咯
1143,想我爷爷了
1144,火钳刘明
1145,移动广告？
1146,就是社会人
1147,不是信号差，是手机差
1148,天秀
1149,先吃饭~
1150,猝不及防
1151,为什么不把老人接到城市去？
1152,硬核
1153,standing by
1154,佩奇是个好东西
1155,想我爷爷了
1156,前方高能
1157,鲁F是山东烟台的
1158,Cyberpunk
1159,爷孙代人之间的代沟
1160,社会人？
1161,哈哈哈哈
1162,前方高能预警
1163,哦豁
1164,666预警!
1165,2333
1166,"No,it's expensive"
1167,dad
1168,What cartoon
1169,pig
1170,knocking laosanxifu
1171,代沟，，，，
1172,好难过
1173,吹风机
1174,铁猪佩琪
1175,妙啊
1176,好厉害
1177,底下红字秀啊
1178,心疼
1179,心疼
1180,No!
1181,Father?
1182,干谁？
1183,woc？摆着卖？
1184,想哭了
1185,啊哈哈哈哈哈哈哈哈哈哈
1186,WTF
1187,23333
1188,你好骚啊233333
1189,233333
1190,真实
1191,什么配种
1192,配种好
1193,哈哈哈哈哈
1194,傲娇
1195,熊孩子坏滴很
1196,这娃好像厂长
1197,祝爷爷身体健康
1198,Peppa Paper
1199,换手机了
